FL6_cleaned1,FL6_cleaned2,FL7,FL9A,FL13_cleaned,FL15,FL17,FL19_cleaned,FL21B_cleaned1,FL21B_cleaned2,FL21B_cleaned3,FL21B_cleaned4,FL21B_cleaned5,FL21G_cleaned,FL21I,FL21K,FL21O_cleaned,FL22_cleaned1,FL22_cleaned2,FL22_cleaned3,FL22_cleaned4,FL22_cleaned5,FL23_cleaned1,FL23_cleaned2,FL23_cleaned3,FL23_cleaned4,FL23_cleaned5,FL23_cleaned6,FL24_cleaned1,FL24_cleaned2,FL24_cleaned3,FL24_cleaned4,FL24_cleaned5,FL25_cleaned1,FL25_cleaned2,FL25_cleaned3,FL25_cleaned4,FL25_cleaned5,FL26,FL26C,FL27_cleaned1,FL27_cleaned2,FL27_cleaned3,FL27_cleaned4,FL27_cleaned5,school,grade,studentAge,studentGender,elapsedTime,anon_id,export_datetime
Yes,Yes,12,12,14,Correct,Correct,,Correct,Correct,Correct,No response,Incorrect,16,Correct,Correct,56,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,No response,Minnath Adarsha Basic School,Grade 8,14,Female,11:31:00,c325388e56,2025-02-11 14:10:26
Yes,Yes,96,12,10,,,,,,,,,7,,,,,,,,,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,10,Male,8:43:00,36ff6b37ec,2025-02-11 14:10:26
Yes,Yes,96,12,0,,,,,,,,,8,,,,,,,,,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,9,Female,17:02:00,98d45360cd,2025-02-11 14:10:26
No,Yes,12,12,7,,,,,,,,,14,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,14,Female,10:18:00,23afc0f576,2025-02-11 14:10:26
No,Yes,96,12,9,,,,,,,,,5,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,11,Male,12:31:00,32d0d222e7,2025-02-11 14:10:26
Yes,No,96,12,14,Correct,Correct,42,,,,,,16,Correct,Correct,59,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 6,12,Male,10:16:00,22975d5efe,2025-02-11 14:10:26
Yes,Yes,12,12,8,,,,,,,,,16,Correct,Correct,57,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 6,12,Female,9:03:00,14e1d88bb5,2025-02-11 14:10:26
Yes,No,12,12,8,,,,,,,,,11,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 6,13,Female,9:00:00,38e077af3c,2025-02-11 14:10:26
Yes,No,12,12,14,Correct,Correct,59,Correct,Correct,Correct,Correct,Incorrect,14,Correct,Incorrect,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 8,13,Female,9:16:00,273765ffa3,2025-02-11 14:10:26
Yes,No,12,12,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Minnath Adarsha Basic School,Grade 8,14,Female,6:31:00,5c0fc488f6,2025-02-11 14:10:26
Yes,No,12,12,,Correct,Correct,59,,,,,,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,13,Female,12:19:00,003961c92d,2025-02-11 14:10:26
Yes,No,96,12,9,,,,,,,,,16,Correct,Correct,51,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,12,Male,10:44:00,be3d688280,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Correct,54,Correct,Correct,No response,No response,Correct,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 5,11,Female,17:46:00,9da02ce825,2025-02-11 14:10:26
Yes,Yes,12,12,14,Correct,Correct,61,Correct,Correct,Incorrect,Incorrect,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,11,Female,13:08:00,d8a9b9f18c,2025-02-11 14:10:26
Yes,No,12,12,,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,10,Male,10:09:00,c04b1e9720,2025-02-11 14:10:26
Yes,Yes,12,12,14,Correct,Correct,58,Correct,Correct,Correct,No response,No response,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 7,12,Female,8:32:00,322677ccb3,2025-02-11 14:10:26
Yes,Yes,12,12,14,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 7,12,Female,6:52:00,ec63965fda,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Correct,57,Correct,Correct,Incorrect,Incorrect,Correct,15,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 7,13,Female,6:25:00,309a9536e7,2025-02-11 14:10:26
Yes,No,96,12,14,Correct,Correct,61,Correct,Correct,No response,Correct,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 7,14,Male,7:27:00,b1263c4e68,2025-02-11 14:10:26
Yes,Yes,15,12,14,Correct,Correct,48,,,,,,16,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 7,13,Female,6:49:00,d43339c377,2025-02-11 14:10:26
Yes,Yes,96,12,9,,,,,,,,,16,Correct,Correct,49,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 8,14,Male,5:34:00,4679945c3f,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Minnath Adarsha Basic School,Grade 8,14,Female,6:04:00,9a8cb2030c,2025-02-11 14:10:26
Yes,Yes,12,12,14,Correct,No response,,,,,,,16,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,13,Male,9:02:00,60e5db9ef2,2025-02-11 14:10:26
Yes,No,96,12,7,,,,,,,,,11,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,11,Female,8:22:00,04232fa5a8,2025-02-11 14:10:26
Yes,Yes,12,12,3,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,7,Male,7:07:00,597b40e932,2025-02-11 14:10:26
Yes,Yes,96,12,10,,,,,,,,,16,Correct,Correct,46,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,No response,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,11,Female,11:03:00,2e39d79f76,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Incorrect,,,,,,,15,Correct,Correct,58,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Female,9:00:00,1df136b006,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Incorrect,,,,,,,7,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,10,Female,7:26:00,96185e6650,2025-02-11 14:10:26
Yes,Yes,96,12,14,Incorrect,,,,,,,,10,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 4,11,Female,6:54:00,b730b334c2,2025-02-11 14:10:26
Yes,No,96,12,14,Correct,Correct,59,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 5,11,Female,8:49:00,5e7cd8bf80,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,60,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 5,12,Female,7:36:00,cf2c667dd7,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Correct,51,Correct,Incorrect,No response,Incorrect,No response,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,11,Female,9:29:00,2e3fbca5a8,2025-02-11 14:10:26
Yes,Yes,14,12,9,,,,,,,,,13,No response,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,13,Male,9:37:00,d765407c57,2025-02-11 14:10:26
Yes,Yes,15,11,10,,,,,,,,,8,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 2,10,Female,12:31:00,dc88493888,2025-02-11 14:10:26
Yes,Yes,96,12,12,Correct,Incorrect,,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,7,Male,11:13:00,5afe6e5712,2025-02-11 14:10:26
Yes,No,96,12,2,,,,,,,,,4,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,10,Male,9:39:00,3289509077,2025-02-11 14:10:26
Yes,No,96,12,14,Correct,Correct,60,Correct,Correct,Correct,Incorrect,Incorrect,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Male,11:15:00,1daf7d0886,2025-02-11 14:10:26
Yes,No,96,12,14,Correct,Correct,53,,,,,,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,12,Male,10:45:00,533189754c,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Correct,59,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,9,Female,12:10:00,dae9d9526b,2025-02-11 14:10:26
Yes,Yes,96,12,14,Correct,Correct,25,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Male,13:12:00,3e96fda0bc,2025-02-11 14:10:26
Yes,No,96,12,14,Correct,Correct,49,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Male,9:20:00,f0317f1c20,2025-02-11 14:10:26
